Accession,Description,trt,measurement
AT1G29370,| Symbols:  | Kinase-related protein of unknown function (DUF1296) | chr1:10278080-10283024 REVERSE LENGTH=831,6,12
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,2,37.884
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,2,46.494
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,2,39.606
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,6,36
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,6,41
AT1G29680,| Symbols:  | Protein of unknown function (DUF1264) | chr1:10377900-10378931 REVERSE LENGTH=237,6,30
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,2,32.718
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,2,52.521
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,2,48.216
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,6,38
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,6,44
AT1G29880,| Symbols:  | glycyl-tRNA synthetase / glycine--tRNA ligase | chr1:10459662-10462781 REVERSE LENGTH=729,6,40
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,2,19.803
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,2,17.22
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,2,22.386
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,6,10
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,6,12
AT1G29900,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,6,12
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,2,26.691
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,2,23.247
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,2,27.552
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,6,10
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,6,16
AT1G29910,| Symbols: CAB3  AB180  LHCB1.2 | chlorophyll A/B binding protein 3 | chr1:10472443-10473246 REVERSE LENGTH=267,6,16
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,2,26.691
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,2,23.247
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,2,27.552
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,6,10
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,6,16
AT1G29920,| Symbols: CAB2  AB165  LHCB1.1 | chlorophyll A/B-binding protein 2 | chr1:10475089-10475892 REVERSE LENGTH=267,6,16
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,2,26.691
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,2,23.247
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,2,27.552
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,6,10
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,6,16
AT1G29930,| Symbols: CAB1  AB140  CAB140  LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD LENGTH=267,6,16
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,2,5.166
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,2,4.305
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,2,4.305
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,6,5
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,6,7
AT1G30070,| Symbols:  | SGS domain-containing protein | chr1:10546794-10548072 REVERSE LENGTH=222,6,5
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,2,12.915
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,2,13.776
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,2,12.054
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,6,11
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,6,12
AT1G30120,| Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406,6,17
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,2,51.66
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,2,67.158
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,2,49.938
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,6,38
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,6,45
AT1G30230,| Symbols:  | Glutathione S-transferase  C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640601 FORWARD LENGTH=260,6,34
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,2,14.637
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,2,12.054
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,2,12.915
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,6,17
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,6,15
AT1G30360,| Symbols: ERD4 | Early-responsive to dehydration stress protein (ERD4) | chr1:10715892-10718799 FORWARD LENGTH=724,6,19
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,2,67.158
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,2,62.853
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,2,51.66
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,6,44
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,6,49
AT1G30580,| Symbols:  | GTP binding | chr1:10831953-10835454 REVERSE LENGTH=394,6,46
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,2,27.552
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,2,21.525
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,2,22.386
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,6,15
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,6,15
AT1G30630,| Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292,6,14
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,2,22.386
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,2,24.969
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,2,24.969
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,6,26
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,6,24
AT1G31180,| Symbols: ATIMD3  IMD3  IPMDH1 | isopropylmalate dehydrogenase 3 | chr1:11142843-11144617 REVERSE LENGTH=404,6,21
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,2,13.776
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,2,11.193
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,2,12.915
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,6,4
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,6,6
AT1G31230,| Symbols: AK-HSDH I  AK-HSDH | aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,6,4
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,2,11.193
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,2,11.193
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,2,13.776
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,6,16
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,6,20
AT1G31340,| Symbols: RUB1  NEDD8  ATRUB1 | related to ubiquitin 1 | chr1:11218076-11219417 REVERSE LENGTH=156,6,17
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,2,3.444
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,2,5.166
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,2,4.305
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,6,4
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,6,5
AT1G31860,| Symbols: AT-IE  HISN2 | histidine biosynthesis bifunctional protein (HISIE) | chr1:11434250-11436530 REVERSE LENGTH=281,6,4
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,2,70.602
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,2,66.297
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,2,74.046
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,6,55
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,6,52
AT1G32060,| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395,6,55
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,2,7.749
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,2,9.471
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,2,6.888
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,6,6
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,6,10
AT1G32220,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296,6,9
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,2,6.027
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,2,6.888
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,2,8.61
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,6,9
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,6,10
AT1G32560,| Symbols:  | Late embryogenesis abundant protein  group 1 protein | chr1:11774528-11775032 FORWARD LENGTH=134,6,7
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,2,5.166
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,2,6.888
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,2,8.61
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,6,6
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,6,9
AT1G32710,| Symbols:  | Cytochrome c oxidase  subunit Vib family protein | chr1:11833113-11833706 FORWARD LENGTH=134,6,10
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,2,59.409
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,2,61.992
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,2,56.826
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,6,62
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,6,63
AT1G33120,| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194,6,62
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,2,59.409
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,2,61.992
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,2,56.826
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,6,62
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,6,63
AT1G33140,| Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194,6,62
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,2,35.301
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,2,42.189
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,2,42.189
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,6,33
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,6,28
AT1G34030,| Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152,6,39
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,2,37.023
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,2,41.328
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,2,38.745
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,6,23
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,6,21
AT1G34430,| Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465,6,25
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,2,49.938
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,2,50.799
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,2,52.521
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,6,43
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,6,47
AT1G35160,| Symbols: GRF4  14-3-3PHI  GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267,6,52
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,2,12.915
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,2,12.054
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,2,12.915
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,6,12
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,6,18
AT1G35190,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:12890544-12892632 FORWARD LENGTH=329,6,17
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,2,24.969
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,2,18.081
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,2,18.081
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,6,17
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,6,20
AT1G35720,| Symbols: ANNAT1  OXY5  ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317,6,19
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,2,37.023
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,2,30.135
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,2,33.579
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,6,17
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,6,18
AT1G36160,| Symbols: ACC1  AT-ACC1  EMB22  GK  PAS3 | acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,6,17
